"Coupon Id","Name","Invoice Name","Discount Type","Discount Percentage","Discount Amount","Discount Quantity","Duration Type","Duration Month","Period","Period Unit","Max Redemptions","Valid From","Valid Till","Redemptions","Status","Archived At","Created At","Currency","Apply On","Plan Constraint","Addon Constraint"
"IMPRESSIONNOV-JANDISCOUNT","Impression Nov-Jan discount","","Fixed Amount","","1220.00","","One Time","","","","1","","12-Jan-2021 16:06","1","Active","","22-Dec-2020 16:08","EUR","Invoice amount","Not Applicable","Not Applicable"
"INDEXIFY150FREE","Indexify150free","","Fixed Amount","","150.00","","Limited Period","2","2","Month","1","","19-Jun-2024 00:00","1","Expired","","18-Jun-2024 07:56","EUR","Invoice amount","Not Applicable","Not Applicable"
"INTERNAL-SEOM-USERS","internal-seom-users","","Percentage","100.0","","","Forever","","","","3","","31-Dec-2024 00:00","2","Expired","","10-Oct-2023 11:36","","Invoice amount","Not Applicable","Not Applicable"
"INTOUCH100%","Intouch100%","","Percentage","100.0","","","One Time","","","","1","","31-Dec-2024 00:00","1","Expired","","28-Nov-2024 14:10","","Invoice amount","Not Applicable","Not Applicable"
"ITINERIS6CAMPAIGNS","ITINERIS 6 CAMPAIGNS","","Fixed Amount","","60.00","","One Time","","","","1","","30-Sep-2021 11:49","1","Expired","","23-Sep-2021 11:50","EUR","Invoice amount","Not Applicable","Not Applicable"
"Jamie_indigo","Jamie_indigo","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","27-Feb-2023 12:47","","Invoice amount","Not Applicable","Not Applicable"
"JENS180EUR","Jens180Eur","","Fixed Amount","","180.00","","One Time","","","","1","","20-Jun-2025 00:00","1","Expired","","23-May-2025 10:26","EUR","Invoice amount","Not Applicable","Not Applicable"
"JESSICA_REDMAN","Jessica_Redman","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","03-Apr-2023 15:45","","Invoice amount","Not Applicable","Not Applicable"
"JREDMAN_700_6M","JRedman_700_6M","","Fixed Amount","","700.00","","Limited Period","6","6","Month","","","","1","Active","","12-Dec-2024 10:00","EUR","Invoice amount","Not Applicable","Not Applicable"
"KDWEB","KDweb","KDweb","Fixed Amount","","161.00","","Limited Period","12","","","","","","1","Active","","10-Apr-2018 16:32","EUR","Invoice amount","Not Applicable","Not Applicable"
"KEVIN_INDIG","Kevin_Indig","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","08-Feb-2023 13:26","","Invoice amount","Not Applicable","Not Applicable"
"KWORKS2M250","Kworks2m250","","Fixed Amount","","250.00","","Limited Period","2","","","2","","","2","Active","","28-Jun-2018 09:09","EUR","Invoice amount","Not Applicable","Not Applicable"
"LAMARK_2_MONTH","Lamark_2_month","","Percentage","100.0","","","Limited Period","2","2","Month","1","","","1","Expired","","08-Jun-2022 14:57","","Invoice amount","Not Applicable","Not Applicable"
"LAZZAWEB_EXTRA_DISCOUNT","LazzaWeb_extra_discount","","Fixed Amount","","100.79","","Limited Period","12","12","Month","1","","28-Feb-2025 00:00","1","Expired","","26-Feb-2025 21:14","EUR","Invoice amount","Not Applicable","Not Applicable"
"LIBROSEO","libro seo","","Percentage","10.0","","","Forever","","","","","","","1","Active","","09-Oct-2018 13:03","","Invoice amount","Not Applicable","Not Applicable"
"LIDIA_INFANTE","lidia_infante","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","07-Mar-2023 10:18","","Invoice amount","Not Applicable","Not Applicable"
"LIFETIME100","LIFETIME100","","Fixed Amount","","100.00","","Forever","","","","50","","31-Dec-2024 00:00","0","Expired","","08-Dec-2024 14:10","EUR","Invoice amount","Not Applicable","Not Applicable"
"LIMITLESS_AK&CW","Limitless_AK&CW","","Fixed Amount","","2593.00","","One Time","","","","1","","31-Dec-2024 00:00","1","Expired","","16-Dec-2024 12:34","RON","Invoice amount","Not Applicable","Not Applicable"
"LIMITLESS7%15026","Limitless 7% 15026","","Percentage","7.0","","","Forever","","","","1","","17-Sep-2025 00:00","1","Expired","","16-Sep-2025 15:19","","Invoice amount","Not Applicable","Not Applicable"
"LIMITLESSAUTOMATICSUGGESTIONS","LimitlessAutomaticSuggestions","","Fixed Amount","","105.00","","One Time","","","","1","","31-Dec-2024 00:00","1","Expired","","21-Nov-2024 21:49","RON","Each specified item","Specific","None"
"LIMITLESSCW60%","LimitlessCW60%","","Percentage","60.0","","","Forever","","","","","","31-Dec-2024 00:00","1","Expired","","08-Nov-2024 15:52","","Each specified item","None","Specific"
"LKFOz6","20% off for social noise!","","Percentage","20.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:25","","Invoice amount","Not Applicable","Not Applicable"
"LLOYDS_15%","Lloyds_15%","","Fixed Amount","","175.00","","Limited Period","12","12","Month","1","","31-Jan-2025 00:00","1","Expired","","28-Jan-2025 15:46","GBP","Invoice amount","Not Applicable","Not Applicable"
"LLOYDS1M","Lloyds1m","","Percentage","100.0","","","One Time","","","","1","","02-Nov-2024 00:00","1","Expired","","24-Oct-2024 15:53","","Invoice amount","Not Applicable","Not Applicable"
"LOAF","Loaf","","Fixed Amount","","20.00","","One Time","","","","","","","1","Active","","10-Mar-2017 13:41","EUR","Invoice amount","Not Applicable","Not Applicable"
"LOREAL_313.16","Loreal_313.16","","Fixed Amount","","313.16","","Limited Period","4","4","Month","1","","31-Dec-2025 00:00","1","Expired","","11-Sep-2025 14:30","EUR","Invoice amount","Not Applicable","Not Applicable"
"LOREAL_8M_EXTRA_DISCOUNT","Loreal_8M_extra_discount","","Fixed Amount","","1972.93","","One Time","","","","1","","12-Sep-2025 00:00","1","Expired","","11-Sep-2025 12:53","EUR","Invoice amount","Not Applicable","Not Applicable"
"LOREAL_8M_EXTRADISCOUNT","Loreal_8m_extra discount","","Fixed Amount","","2505.66","","One Time","","","","1","","12-Sep-2025 00:00","1","Expired","","11-Sep-2025 13:56","EUR","Invoice amount","Not Applicable","Not Applicable"
"LOREAL100%AIS","Loreal100%AIS","","Percentage","100.0","","","Limited Period","2","2","Month","1","","18-Oct-2025 00:00","1","Expired","","15-Sep-2025 12:00","","Each specified item","None","Specific"
"LOREAL100%OFFAIS","Loreal_100%_off_AIS","","Percentage","100.0","","","Limited Period","1","1","Month","1","","18-Nov-2025 00:00","1","Expired","","12-Nov-2025 17:25","","Each specified item","None","Specific"
"LOVETOKNOWMEDIA","Lovetoknow","Love to Know Media Discount","Fixed Amount","","74.75","","One Time","","","","1","","26-Dec-2020 16:22","1","Active","","15-Dec-2020 16:22","EUR","Invoice amount","Not Applicable","Not Applicable"
"LOYDS142.10","Loyds142.10","","Fixed Amount","","142.10","","Limited Period","12","12","Month","1","","31-Dec-2025 00:00","1","Expired","","26-Nov-2025 14:42","GBP","Invoice amount","Not Applicable","Not Applicable"
"LOYDS182.35","Loyds182.35","","Fixed Amount","","182.35","","Forever","","","","1","","","1","Expired","","27-Nov-2025 13:06","GBP","Invoice amount","Not Applicable","Not Applicable"
"M&S_100%_AIS","M&S_100%_AIS","","Percentage","100.0","","","Limited Period","2","2","Month","1","","","1","Expired","","26-Feb-2026 13:05","","Each specified item","None","Specific"
"M&S_628GBP","M&S_628GBP","","Fixed Amount","","628.00","","Limited Period","2","2","Month","1","","","1","Expired","","26-Feb-2026 12:53","GBP","Invoice amount","Not Applicable","Not Applicable"
"M&S_684","M&S_684","","Fixed Amount","","684.00","","Limited Period","1","1","Month","1","","","1","Expired","","30-Nov-2025 20:07","GBP","Invoice amount","Not Applicable","Not Applicable"
"M&S_AIS_100%","M&S_AIS_100%","","Percentage","100.0","","","Limited Period","1","1","Month","1","","","1","Expired","","30-Nov-2025 20:09","","Each specified item","None","Specific"
"M&S_AIS100%","M&S_AIS100%","","Percentage","100.0","","","Forever","","","","1","","","1","Expired","","30-Nov-2025 20:05","","Each specified item","None","Specific"
"M&S684","M&S684","","Fixed Amount","","684.00","","Limited Period","1","1","Month","1","","","1","Expired","","12-Dec-2025 16:34","GBP","Invoice amount","Not Applicable","Not Applicable"
"M&SAIS100%","M&SAIS100%","","Percentage","100.0","","","Limited Period","1","1","Month","1","","","1","Expired","","12-Dec-2025 16:35","","Each specified item","None","Specific"
"MatthewWoodward","MatthewWoodward","","Percentage","50.0","","","Limited Period","2","","","","","","10","Active","","19-Jan-2017 17:34","","Invoice amount","Not Applicable","Not Applicable"
"METROPLITAN-6M-100%OFF","Metroplitan - 6M - 100% off","","Percentage","100.0","","","Limited Period","6","6","Month","1","","","1","Expired","","02-Aug-2023 12:57","","Invoice amount","Not Applicable","Not Applicable"
"MIGRATION38011","Migration38011","","Fixed Amount","","200.00","","One Time","","","","1","","09-Apr-2024 00:00","1","Expired","","08-Apr-2024 13:40","EUR","Invoice amount","Not Applicable","Not Applicable"
"MKTSEOM100%OID41207","Mkt SEOm 100% OID41207","","Percentage","100.0","","","Limited Period","3","3","Month","","","","1","Active","","27-Oct-2021 19:09","","Invoice amount","Not Applicable","Not Applicable"
"MOBILISE2M","mobilise2m","","Fixed Amount","","50.00","","Limited Period","2","2","Month","","","","1","Active","","18-Oct-2021 15:23","EUR","Invoice amount","Not Applicable","Not Applicable"
"MONETIZEPROS","MONETIZEPROS","","Percentage","15.0","","","One Time","","","","","","01-Sep-2023 09:00","15","Active","","19-Jan-2017 17:34","","Invoice amount","Not Applicable","Not Applicable"
"MPB_598.45","MPB_598.45","","Fixed Amount","","598.45","","Limited Period","12","12","Month","1","","","1","Expired","","14-Oct-2025 17:20","EUR","Invoice amount","Not Applicable","Not Applicable"
"MVF_SEOm_100%_UID70006","MVF SEOm 100% UID 70006","","Percentage","100.0","","","One Time","","","","1","","","1","Expired","","20-Apr-2023 11:45","","Invoice amount","Not Applicable","Not Applicable"
"NATIONALPOITIONS_22.15%","NationalPoitions_22.15%","","Percentage","22.15","","","Limited Period","6","6","Month","1","","","1","Expired","","09-Feb-2026 16:17","","Invoice amount","Not Applicable","Not Applicable"
"NATIONALPOSITIONS_17%","NationalPositions_17%","","Percentage","17.0","","","Limited Period","3","3","Month","1","","","1","Expired","","20-Nov-2025 17:31","","Invoice amount","Not Applicable","Not Applicable"
"NATIONALPOSITIONS_86.73","NationalPositions_86.73","","Fixed Amount","","86.73","","One Time","","","","1","","","1","Expired","","06-Feb-2026 12:42","USD","Invoice amount","Not Applicable","Not Applicable"
"NETZSTRATEGEN_42.07","Netzstrategen_42.07","","Fixed Amount","","42.07","","Limited Period","4","4","Month","1","","","1","Expired","","02-Dec-2025 15:53","EUR","Invoice amount","Not Applicable","Not Applicable"
"NETZSTRATEGEN_709.75","Netzstrategen_709.75","","Fixed Amount","","709.75","","One Time","","","","1","","","1","Expired","","02-Dec-2025 13:58","EUR","Invoice amount","Not Applicable","Not Applicable"
"NEW50%DISCOUNTUPSWING","new 50% Discount Upswing","new 50% Discount Upswing","Percentage","50.0","","","Forever","","","","1","","07-Jul-2021 16:14","1","Active","","10-Feb-2020 14:12","","Invoice amount","Not Applicable","Not Applicable"
"NGODISCOUNT","NGOdiscount","NGOdiscount","Fixed Amount","","200.00","","Forever","","","","2","","","2","Expired","","12-Jun-2018 12:41","EUR","Invoice amount","Not Applicable","Not Applicable"
"NICK_LEROY","nick_leroy","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","02-Mar-2023 16:24","","Invoice amount","Not Applicable","Not Applicable"
"NICK_LEROY_299","Nick_LeRoy_299","","Fixed Amount","","299.00","","Limited Period","12","12","Month","1","","","1","Expired","","04-Jan-2024 09:54","EUR","Invoice amount","Not Applicable","Not Applicable"
"NPDDASHBOARD48H","NPD_Dashboard_48h","","Fixed Amount","","100.00","","Limited Period","1","1","Month","1","","","1","Expired","","21-Mar-2024 11:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"OCEANHOLIDAYS1M","OceanHolidays1m","","Percentage","100.0","","","One Time","","","","1","","02-Nov-2024 00:00","1","Expired","","28-Oct-2024 11:26","","Invoice amount","Not Applicable","Not Applicable"
"ONETIMEBILLINGDISCOUNTFORUNBILLED-65090","One time billing discount for unbilled - 65090","","Fixed Amount","","122.00","","One Time","","","","1","","30-Sep-2022 09:54","1","Expired","","29-Sep-2022 09:55","EUR","Invoice amount","Not Applicable","Not Applicable"
"ONETIMEOFF59937","One time off 59937","","Fixed Amount","","258.00","","One Time","","","","1","","19-Sep-2023 00:00","1","Expired","","18-Sep-2023 13:18","EUR","Invoice amount","Not Applicable","Not Applicable"
"OPTUSDIGITAL-OFFICERENT","OptusDigital - office rent","","Fixed Amount","","283.00","","Forever","","","","","","","1","Active","","29-Sep-2017 12:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"PAZLARMATURKEY_100MONTH_EO2018","PazlarmaTurkey_100Month_EO2018","PzalarmaTurkey Barter Discount","Fixed Amount","","100.00","","Limited Period","8","","","","","31-Dec-2018 13:03","1","Active","","11-May-2018 13:03","EUR","Invoice amount","Not Applicable","Not Applicable"
"PEAKMENTJULY(CORRECTION)","Peakment July (correction)","","Fixed Amount","","161.00","","One Time","","","","1","","","1","Active","","17-Aug-2021 12:51","EUR","Invoice amount","Not Applicable","Not Applicable"
"PEDRO6M","pedro6m","","Fixed Amount","","350.00","","Limited Period","6","6","Month","1","","01-Jun-2025 00:00","0","Expired","","14-Apr-2025 12:16","EUR","Invoice amount","Not Applicable","Not Applicable"
"PIERIAN_2_MONTH","Pierian_2_month","","Percentage","100.0","","","Limited Period","2","2","Month","1","","","1","Expired","","28-Jun-2022 11:42","","Invoice amount","Not Applicable","Not Applicable"
"PIERIAN_EUR100","Pierian_EUR100","","Fixed Amount","","100.00","","One Time","","","","1","","","1","Expired","","27-Mar-2023 12:30","EUR","Invoice amount","Not Applicable","Not Applicable"
"PINTERVIEW100E","Pinterview100e","","Fixed Amount","","100.00","","One Time","","","","1","","","1","Expired","","17-Apr-2024 10:56","EUR","Invoice amount","Not Applicable","Not Applicable"
"PLT_405GBP","PLT_405GBP","","Fixed Amount","","406.00","","Limited Period","12","12","Month","1","","31-Jan-2025 00:00","1","Expired","","22-Jan-2025 11:34","GBP","Invoice amount","Not Applicable","Not Applicable"
"PLT_627.80","PLT_627.80","","Fixed Amount","","627.80","","Forever","","","","1","","","1","Expired","","08-Dec-2025 16:06","GBP","Invoice amount","Not Applicable","Not Applicable"
"PLT_965.25","PLT_965.25","","Fixed Amount","","965.25","","One Time","","","","1","","02-Oct-2025 00:00","1","Expired","","01-Oct-2025 07:31","GBP","Invoice amount","Not Applicable","Not Applicable"
"PLT_FIXED_DISCOUNT","PLT_fixed_discount","","Fixed Amount","","378.00","","Limited Period","12","12","Month","1","","23-Jan-2025 00:00","1","Expired","","21-Jan-2025 15:32","GBP","Invoice amount","Not Applicable","Not Applicable"
"PNEUMA7M","Pneuma7m","","Fixed Amount","","1756.00","","Limited Period","7","7","Month","7","","","1","Active","","04-Jun-2024 09:08","USD","Invoice amount","Not Applicable","Not Applicable"
"PROMO20UK","20% Discount UK","","Percentage","20.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:24","","Invoice amount","Not Applicable","Not Applicable"
"PROPELLERNETJAN","PropellerNetJan","","Fixed Amount","","150.00","","One Time","","","","1","","","1","Expired","","01-Feb-2022 08:29","EUR","Invoice amount","Not Applicable","Not Applicable"
"PUBCONSEO","pubconseo","PubConSEO","Percentage","50.0","","","Limited Period","2","","","","","31-Mar-2017 23:59","0","Active","","20-Feb-2017 15:17","","Invoice amount","Not Applicable","Not Applicable"
"REASON3M","Reason3m","","Fixed Amount","","1459.00","","Limited Period","3","3","Month","3","","","1","Archived","08-May-2024 14:44","08-May-2024 13:01","EUR","Invoice amount","Not Applicable","Not Applicable"
"REASON3MO","Reason3mo","","Fixed Amount","","1459.00","","One Time","","","","3","","","1","Active","","08-May-2024 14:36","EUR","Invoice amount","Not Applicable","Not Applicable"
"REASON3MON","Reason3mon","","Fixed Amount","","1459.00","","Limited Period","2","2","Month","2","","","1","Active","","08-May-2024 14:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"REVMASTERS_2_MONTH","Revmasters_1_month","Revmasters_2_month","Percentage","100.0","","","Limited Period","1","1","Month","2","","","2","Expired","","22-Feb-2023 12:44","","Invoice amount","Not Applicable","Not Applicable"
"REVMASTERS_3_MONTHS","Revmasters_3_months","","Percentage","100.0","","","Limited Period","3","3","Month","1","","25-Jun-2023 23:17","1","Expired","","27-Mar-2023 11:18","","Invoice amount","Not Applicable","Not Applicable"
"REVMASTERS_EUR_189","Revmasters_EUR189","","Fixed Amount","","189.00","","One Time","","","","1","","","1","Expired","","27-Mar-2023 13:20","EUR","Invoice amount","Not Applicable","Not Applicable"
"ROCKPAPEREALITY_396","RockPapeReality_396","","Fixed Amount","","198.00","","Limited Period","2","2","Month","","","31-Jan-2025 00:00","1","Expired","","28-Jan-2025 18:28","EUR","Invoice amount","Not Applicable","Not Applicable"
"Ryan_Darani","Ryan_Darani","","Percentage","100.0","","","Limited Period","3","3","Month","1","","","1","Expired","","28-Mar-2023 15:55","","Invoice amount","Not Applicable","Not Applicable"
"SAHIBINDEN_1410$","Sahibinden_1410$","","Fixed Amount","","1410.00","","One Time","","","","1","","","1","Expired","","12-Mar-2026 22:34","USD","Invoice amount","Not Applicable","Not Applicable"
"SAHIBINDEN_930","Sahibinden_930","","Fixed Amount","","930.00","","One Time","","","","1","","","1","Expired","","12-Mar-2026 22:26","USD","Invoice amount","Not Applicable","Not Applicable"
"SAHIBINDEN_999.76","Sahibinden_999.76","","Fixed Amount","","999.76","","One Time","","","","1","","","1","Expired","","17-Feb-2026 14:51","USD","Invoice amount","Not Applicable","Not Applicable"
"SAHIBINDEN_EXTRADISCOUNT","Sahibinden_extra discount","","Fixed Amount","","284.67","","Limited Period","12","12","Month","1","","31-May-2025 00:00","1","Expired","","26-May-2025 09:59","USD","Invoice amount","Not Applicable","Not Applicable"
"SALES1MWINTER","Sales1mWinter","","Percentage","100.0","","","One Time","","","","","","13-Jan-2025 00:00","1","Expired","","23-Dec-2024 09:03","","Invoice amount","Not Applicable","Not Applicable"
"SALIENCECOMPENSATION","SalienceCompensation","","Fixed Amount","","306.00","","Limited Period","1","1","Month","1","","","1","Expired","","27-Jul-2022 05:11","EUR","Invoice amount","Not Applicable","Not Applicable"
"SEEKER100","Discount 100 EUR (one time)","","Fixed Amount","","100.00","","One Time","","","","1","","31-Jul-2019 13:29","0","Active","","14-Jun-2019 13:31","EUR","Invoice amount","Not Applicable","Not Applicable"
"SEMWERKT9M","SemWerkt9m","","Fixed Amount","","383.00","","Limited Period","9","9","Month","9","","","0","Active","","30-Apr-2024 22:16","EUR","Invoice amount","Not Applicable","Not Applicable"
"seo225","seo225","","Percentage","30.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:34","","Invoice amount","Not Applicable","Not Applicable"
"SEOEXPERTECOUPON","SEO Experte Coupon","","Fixed Amount","","55.00","","One Time","","","","1","","","1","Active","","23-Feb-2021 16:25","EUR","Invoice amount","Not Applicable","Not Applicable"
"SEOMONITOR60EUROCOMPENSATION","Upswing 60euro compensation","","Fixed Amount","","297.00","","One Time","","","","1","","31-Mar-2022 07:48","1","Expired","","30-Mar-2022 07:48","RON","Invoice amount","Not Applicable","Not Applicable"
"SGEINFLUENCER","SGEINFLUENCER","","Fixed Amount","","299.00","","Limited Period","3","3","Month","","","30-Sep-2024 00:00","6","Expired","","05-Jun-2024 15:18","EUR","Invoice amount","Not Applicable","Not Applicable"
"SHAKETHATWEIGHTLTDPREPAID","Shake That Weight LTD Prepaid","","Fixed Amount","","69.00","","Limited Period","9","9","Month","1","","08-May-2022 13:54","1","Active","","15-Jul-2021 13:57","EUR","Invoice amount","Not Applicable","Not Applicable"
"SHERBETDONKEY50%","sherbetdonkey 50%","","Percentage","50.0","","","One Time","","","","1","","06-Dec-2025 00:00","1","Expired","","05-Dec-2025 11:35","","Invoice amount","Not Applicable","Not Applicable"
"SKYWARD2MO","Skyward2MO","","Fixed Amount","","266.00","","One Time","","","","1","","","1","Active","","16-Feb-2021 16:30","EUR","Invoice amount","Not Applicable","Not Applicable"
"SKYWARD2MO2","Skyward2MO2","","Fixed Amount","","133.00","","Limited Period","1","","","1","","16-Mar-2021 16:47","1","Active","","16-Feb-2021 16:49","EUR","Invoice amount","Not Applicable","Not Applicable"
"SPARK_3MONTHS","Spark_3months","","Fixed Amount","","454.00","","Limited Period","3","3","Month","1","","16-Feb-2022 21:31","1","Expired","","14-Dec-2021 21:35","GBP","Invoice amount","Not Applicable","Not Applicable"
"SPARK_8CAMPAIGNS_DISCOUNT","Spark_8 campaigns_discount","","Fixed Amount","","67.00","","Limited Period","12","12","Month","12","","","1","Active","","25-Mar-2022 16:25","GBP","Invoice amount","Not Applicable","Not Applicable"
"SPARK_ONETIME_NOV21","Spark_one time_Nov21","","Fixed Amount","","223.00","","One Time","","","","1","","","1","Expired","","14-Dec-2021 21:26","GBP","Invoice amount","Not Applicable","Not Applicable"
"spherik","Spherik","","Percentage","25.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:35","","Invoice amount","Not Applicable","Not Applicable"
"SPREADCOPREPAID","SpreadcoPrepaid","","Fixed Amount","","239.00","","Limited Period","2","2","Month","1","","02-Sep-2021 12:54","0","Active","","27-Jul-2021 12:54","EUR","Invoice amount","Not Applicable","Not Applicable"
"SPROUTLEGAL2M","Sprout Legal 2m","","Fixed Amount","","130.00","","Limited Period","2","2","Month","2","","","1","Active","","26-Aug-2021 16:19","EUR","Invoice amount","Not Applicable","Not Applicable"
"starcom_8.5%","Starcom_8.5%","","Percentage","8.5","","","Limited Period","5","5","Month","1","","30-Oct-2024 00:00","1","Expired","","14-Oct-2024 15:57","","Invoice amount","Not Applicable","Not Applicable"
"STARCOM_ITALIA_100%","Starcom_Italia_100%","","Percentage","100.0","","","One Time","","","","1","","","1","Expired","","07-Apr-2023 08:51","","Invoice amount","Not Applicable","Not Applicable"
"STARCOM_ITALIA_EUR_348","Starcom_Italia_EUR348","","Fixed Amount","","348.00","","One Time","","","","1","","","1","Expired","","27-Mar-2023 13:56","EUR","Invoice amount","Not Applicable","Not Applicable"
"starcom8.5%","Starcom8.5%","","Percentage","8.5","","","Limited Period","5","5","Month","1","","30-Sep-2024 00:00","1","Expired","","26-Sep-2024 09:32","","Invoice amount","Not Applicable","Not Applicable"
"STAYSURE-ANNUAL-DIFFERENCE","staysure-annual-difference","","Fixed Amount","","390.00","","One Time","","","","1","","","1","Active","","05-May-2021 12:45","EUR","Invoice amount","Not Applicable","Not Applicable"
"STAYSURE-DIFFERENCE","staysure-difference","","Fixed Amount","","195.00","","Limited Period","2","2","Month","1","","","0","Active","","05-May-2021 12:51","EUR","Invoice amount","Not Applicable","Not Applicable"
"STELLANTIS100%","Stellantis100%","","Percentage","100.0","","","One Time","","","","1","","","1","Expired","","26-Jan-2026 14:27","","Invoice amount","Not Applicable","Not Applicable"
"STRADIJI_PARTNERSHIP","Stradiji_Partnership","","Fixed Amount","","115.00","","Limited Period","3","","","1","","31-Aug-2018 12:19","1","Active","","29-May-2018 12:19","EUR","Invoice amount","Not Applicable","Not Applicable"
"TALKSPIRIT_ED","Talkspirit_ED","","Fixed Amount","","43.86","","Limited Period","12","12","Month","1","","","1","Expired","","27-Nov-2025 14:31","EUR","Invoice amount","Not Applicable","Not Applicable"
"TEK_KILAVUZ_RESURRECTION","Tek_Kılavuz_resurrection","","Fixed Amount","","500.00","","One Time","","","","1","","","1","Expired","","08-Mar-2022 15:35","EUR","Invoice amount","Not Applicable","Not Applicable"
"TELEGRAPH2W","telegraph2w","","Fixed Amount","","159.00","","Limited Period","","2","Week","1","","","1","Expired","","18-Oct-2021 15:39","EUR","Invoice amount","Not Applicable","Not Applicable"
"test_advance_payment_annual_discount_0","[TEST] Advance payment annual discount 0","","Fixed Amount","","10.00","","Forever","","","","2","","","1","Archived","28-Aug-2024 13:14","28-Aug-2024 13:07","EUR","Invoice amount","Not Applicable","Not Applicable"
"TEST_ADVANCE_PAYMENT_ANNUAL_DISCOUNT_1","test_advance_payment_annual_discount_0","","Percentage","10.0","","","Forever","","","","","","","0","Active","","28-Aug-2024 13:14","","Invoice amount","Not Applicable","Not Applicable"
"TESTCUPON","testcupon","","Fixed Amount","","5.00","","Limited Period","2","2","Month","1","","07-Jul-2021 07:35","1","Active","","06-Jul-2021 07:36","RON","Invoice amount","Not Applicable","Not Applicable"
"TESTCUPON2","testcupon2","","Fixed Amount","","5.00","","Limited Period","2","2","Month","1","","07-Jul-2021 07:46","1","Active","","06-Jul-2021 07:47","RON","Invoice amount","Not Applicable","Not Applicable"
"theme16","theme16","","Percentage","10.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:35","","Invoice amount","Not Applicable","Not Applicable"
"tiber_81.34","Tibber_81.34","","Fixed Amount","","81.34","","Limited Period","2","2","Month","","","31-Dec-2024 00:00","1","Expired","","29-Oct-2024 21:32","EUR","Invoice amount","Not Applicable","Not Applicable"
"TOTALFISHING_CREDIT_RESTORE","TotalFishing_credit_restore","","Fixed Amount","","746.00","","Limited Period","2","2","Month","1","","30-Apr-2024 00:00","1","Expired","","22-Feb-2024 10:41","RON","Invoice amount","Not Applicable","Not Applicable"
"TOTALFISHING_RESTORE_CREDIT","TotalFishing_restore_credit","","Fixed Amount","","1905.00","","One Time","","","","1","","","1","Expired","","22-Dec-2023 13:19","RON","Invoice amount","Not Applicable","Not Applicable"
"TOTALFISHING_RESTORE_CREDIT_2","TotalFishing_restore_credit_2","","Fixed Amount","","755.00","","Limited Period","2","2","Month","1","","30-Apr-2024 00:00","1","Expired","","22-Feb-2024 10:32","RON","Invoice amount","Not Applicable","Not Applicable"
"TRAINLINE2MONTHS","Trainline2months","","Fixed Amount","","1290.00","","Limited Period","2","","","1","","12-Apr-2021 16:11","1","Active","","11-Feb-2021 16:20","EUR","Invoice amount","Not Applicable","Not Applicable"
"TRAVELOPIA2MONTHSOFF","Travelopia 2 months off","","Fixed Amount","","356.00","","Limited Period","2","","","1","","18-May-2021 14:25","1","Active","","18-Mar-2021 13:26","EUR","Invoice amount","Not Applicable","Not Applicable"
"TROND","trond","","Fixed Amount","","99.00","","Limited Period","12","12","Month","1","","","0","Active","","05-Oct-2023 13:05","EUR","Invoice amount","Not Applicable","Not Applicable"
"TWINKL_6.8K_KEYWORDS_DISCOUNT","Twinkl_6.8K_keywords_discount","","Fixed Amount","","192.28","","One Time","","","","1","","12-Apr-2022 15:09","1","Expired","","30-Mar-2022 15:09","USD","Invoice amount","Not Applicable","Not Applicable"
"UPROER_STAT","Uproer","Uproer","Fixed Amount","","600.00","","One Time","","","","1","","31-Dec-2020 16:02","1","Active","","25-Nov-2020 16:03","EUR","Invoice amount","Not Applicable","Not Applicable"
"UPSWING50%DISCOUNT","Upswing 50% Discount","Upswing 50% Discount","Percentage","50.0","","","Forever","","","","1","","","1","Active","","06-Feb-2020 21:59","","Invoice amount","Not Applicable","Not Applicable"
"UPTICK3MO","Uptick3mo","","Fixed Amount","","531.00","","One Time","","","","1","","","1","Active","","12-Jan-2021 09:33","EUR","Invoice amount","Not Applicable","Not Applicable"
"VERTIFY_400EUR","Vertify_400EUR","","Fixed Amount","","1972.00","","One Time","","","","1","","","1","Expired","","12-Dec-2022 21:17","RON","Invoice amount","Not Applicable","Not Applicable"
"VERTIFY2017","Vertify 2017","2017 discount","Percentage","20.0","","","Forever","","","","","","","2","Active","","13-Feb-2017 13:18","","Invoice amount","Not Applicable","Not Applicable"
"VERTIFYINTERVIEW200E","VertifyInterview200e","","Fixed Amount","","995.00","","One Time","","","","1","","","1","Expired","","23-Feb-2024 11:10","RON","Invoice amount","Not Applicable","Not Applicable"
